STATION_ID,CITY,COUNTRY,COUNTRY_ISO,CODEN,LATITUDE,LONGITUDE,ELEVATION,Year,Season,AVG_PRCP,AVG_TAVG,AVG_TMAX,AVG_TMIN
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1976,Spring,0.0,19.95,24.81,11.4
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1976,Summer,0.0,28.86,34.29,19.32
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1976,Winter,0.0,11.44,19.27,5.62
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1977,Fall,0.0,18.25,23.57,11.87
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1977,Spring,0.0,20.18,25.72,11.33
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1977,Summer,0.0,26.91,31.58,17.67
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1977,Winter,0.0,13.79,19.49,7.38
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1978,Fall,0.0,17.25,22.72,10.69
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1978,Spring,0.0,19.79,24.34,12.14
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1978,Summer,0.0,29.35,35.39,18.42
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1978,Winter,0.0,13.43,18.96,8.22
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1979,Fall,0.0,15.65,21.61,9.51
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1979,Spring,0.0,19.99,25.08,11.69
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1979,Summer,0.0,30.62,36.78,19.5
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1979,Winter,0.0,13.54,18.28,10.31
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1980,Fall,0.0,17.31,23.74,11.56
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1980,Spring,0.0,20.46,25.75,12.76
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1980,Summer,0.0,30.24,35.98,20.14
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1980,Winter,0.0,12.58,18.27,8.6
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1981,Fall,0.0,19.62,24.73,12.98
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1981,Spring,0.0,22.53,27.92,13.66
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1981,Summer,0.0,28.83,34.57,18.92
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1981,Winter,0.0,12.06,18.21,7.98
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1982,Fall,2.36,16.98,22.08,11.8
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1982,Spring,0.72,21.28,26.27,13.35
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1982,Summer,0.14,30.06,35.68,19.55
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1982,Winter,1.13,12.82,18.18,8.33
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1983,Fall,0.97,19.32,24.99,12.5
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1983,Spring,2.63,20.99,26.53,11.86
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1983,Summer,0.4,29.25,35.01,19.02
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1983,Winter,0.93,11.41,17.93,5.35
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1984,Fall,0.93,18.08,23.23,12.15
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1984,Spring,0.98,19.12,24.34,11.71
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1984,Summer,0.01,29.73,34.64,19.45
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1984,Winter,1.34,10.4,16.18,5.69
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1985,Fall,0.8,18.82,24.66,12.95
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1985,Spring,0.56,21.46,26.8,13.1
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1985,Summer,0.0,30.03,35.39,19.94
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1985,Winter,2.27,12.07,17.24,7.9
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1986,Fall,2.16,16.92,21.79,11.36
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1986,Spring,0.23,20.57,26.45,11.32
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1986,Summer,0.07,30.89,36.53,19.91
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1986,Winter,2.56,11.01,16.62,6.74
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1987,Fall,0.97,19.46,24.07,13.28
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1987,Spring,0.09,21.52,27.27,12.14
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1987,Summer,0.02,29.99,35.61,20.13
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1987,Winter,1.43,12.09,17.41,7.22
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1988,Fall,1.2,19.19,24.59,12.33
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1988,Spring,0.51,20.88,26.21,12.83
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1988,Summer,0.03,29.94,35.34,19.75
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1988,Winter,1.38,12.06,18.05,6.92
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1989,Fall,0.35,20.92,25.92,14.04
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1989,Spring,0.91,19.41,24.44,11.17
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1989,Summer,0.0,31.43,36.2,20.21
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1989,Winter,0.5,12.93,18.95,6.45
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1990,Fall,1.65,16.8,23.02,12.69
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1990,Spring,0.32,20.3,24.54,12.28
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1990,Summer,0.08,30.93,36.74,21.08
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1990,Winter,1.79,13.34,18.29,8.58
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1991,Fall,0.93,15.92,22.4,11.59
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1991,Spring,0.52,17.54,25.18,11.11
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1991,Summer,0.16,29.14,37.36,20.81
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1991,Winter,2.19,10.3,16.93,6.96
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1992,Fall,0.28,16.54,23.21,11.78
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1992,Spring,1.03,17.63,24.96,11.77
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1992,Summer,0.16,27.85,35.22,19.25
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1992,Winter,1.22,11.08,17.91,7.34
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1993,Fall,0.97,15.79,21.6,11.33
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1993,Spring,0.87,19.68,26.28,13.42
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1993,Summer,0.03,28.12,34.6,19.46
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1993,Winter,0.91,11.05,17.61,7.5
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1994,Fall,0.98,18.57,23.45,12.59
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1994,Spring,0.2,20.93,27.81,13.8
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1994,Summer,0.0,31.87,36.73,21.77
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1994,Winter,0.4,12.01,19.25,7.99
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1995,Fall,1.62,19.14,23.95,13.07
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1995,Spring,0.63,22.37,27.92,13.05
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1995,Summer,0.0,29.79,35.31,19.76
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1995,Winter,1.69,12.96,19.6,8.48
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1996,Fall,0.57,16.61,23.15,11.61
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1996,Spring,0.89,19.53,26.56,12.68
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1996,Summer,0.91,26.6,30.17,17.88
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1996,Winter,2.93,12.53,17.8,8.33
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1997,Fall,2.43,17.69,24.17,12.91
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1997,Spring,1.62,21.22,27.66,13.89
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1997,Summer,0.29,27.26,32.09,18.83
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1997,Winter,1.06,13.18,21.23,8.67
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1998,Fall,0.33,16.17,23.0,11.37
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1998,Spring,1.49,19.25,25.88,12.39
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1998,Summer,0.02,29.24,32.88,19.88
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1998,Winter,0.4,11.96,19.94,7.75
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1999,Fall,1.83,17.11,23.85,13.03
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1999,Spring,0.0,20.55,27.31,13.63
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1999,Summer,0.0,28.68,34.1,20.74
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,1999,Winter,0.25,11.35,18.39,8.18
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2000,Fall,1.99,16.59,22.72,12.35
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2000,Spring,0.24,20.75,27.96,13.73
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2000,Summer,0.0,29.31,35.41,20.96
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2000,Winter,0.28,11.6,19.51,6.89
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2001,Fall,1.74,17.5,23.62,13.2
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2001,Spring,0.06,20.36,27.5,13.41
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2001,Summer,0.1,29.53,35.74,20.93
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2001,Winter,0.61,12.12,18.88,8.49
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2002,Fall,0.72,17.11,23.76,12.66
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2002,Spring,0.65,20.03,26.36,13.73
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2002,Summer,0.07,27.49,33.83,18.95
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2002,Winter,0.72,11.96,19.4,7.86
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2003,Fall,1.61,17.18,23.74,13.13
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2003,Spring,0.48,20.26,27.16,13.41
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2003,Summer,0.01,30.33,36.41,21.04
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2003,Winter,1.2,10.95,17.94,8.17
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2004,Winter,0.86,11.44,19.26,8.94
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2006,Fall,0.5,20.77,25.42,14.41
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2006,Spring,0.12,24.72,26.14,13.9
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2006,Summer,0.05,31.99,34.58,22.4
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2006,Winter,0.81,12.92,23.93,12.62
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2007,Fall,1.01,19.88,24.68,13.86
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2007,Spring,2.15,20.25,23.93,13.08
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2007,Summer,0.07,31.41,34.06,21.8
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2007,Winter,1.36,14.3,20.21,9.44
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2008,Fall,2.42,15.82,22.56,11.97
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2008,Spring,1.05,21.84,27.33,15.02
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2008,Summer,0.23,30.48,36.47,21.86
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2008,Winter,0.6,13.36,19.03,9.36
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2009,Fall,1.56,18.29,24.1,13.42
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2009,Spring,1.37,20.49,27.06,13.9
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2009,Summer,0.15,29.43,35.51,21.65
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2009,Winter,1.59,12.61,19.5,9.52
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2010,Fall,2.01,16.76,23.21,13.05
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2010,Spring,0.53,19.95,26.33,13.42
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2010,Summer,0.46,29.32,35.28,20.51
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2010,Winter,2.69,12.54,18.72,10.48
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2011,Fall,1.55,17.94,24.21,13.56
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2011,Spring,2.14,20.79,27.15,14.42
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2011,Summer,0.11,29.45,35.06,20.59
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2011,Winter,2.54,11.41,19.23,9.41
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2012,Fall,1.98,18.46,24.44,13.64
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2012,Spring,1.83,20.1,26.97,13.31
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2012,Summer,0.01,30.19,36.65,21.08
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2012,Winter,1.84,10.21,18.25,7.27
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2013,Fall,0.93,18.04,24.85,13.26
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2013,Spring,1.77,18.96,25.2,12.73
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2013,Summer,0.15,28.06,33.73,20.15
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2013,Winter,2.71,11.41,17.66,9.09
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2014,Fall,2.36,18.71,24.75,13.87
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2014,Spring,0.96,20.6,27.47,13.59
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2014,Summer,0.04,28.55,34.64,19.87
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2014,Winter,1.18,12.52,19.65,10.38
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2015,Fall,0.63,18.13,25.5,12.02
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2015,Spring,0.37,21.31,28.37,14.0
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2015,Summer,0.02,30.1,36.68,20.24
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2015,Winter,1.73,11.37,19.45,8.16
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2016,Fall,1.11,19.12,27.75,13.68
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2016,Spring,0.96,20.18,27.48,13.08
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2016,Summer,0.01,29.51,35.86,20.56
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2016,Winter,2.39,12.73,20.64,9.07
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2017,Fall,1.39,17.02,25.05,12.07
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2017,Spring,0.45,22.01,25.24,14.38
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2017,Summer,0.27,30.05,25.26,21.59
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2017,Winter,2.39,12.69,25.1,9.37
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2018,Fall,1.96,17.26,25.93,12.68
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2018,Spring,2.56,18.38,24.95,12.72
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2018,Summer,0.43,29.13,25.66,21.99
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2018,Winter,2.18,11.5,24.19,7.42
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2019,Fall,1.25,17.68,24.95,13.58
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2019,Spring,0.7,19.51,24.97,13.22
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2019,Summer,0.2,29.14,25.1,20.58
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2019,Winter,0.79,11.48,24.99,7.06
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2020,Fall,0.75,18.13,25.1,13.15
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2020,Spring,0.48,21.41,25.1,14.5
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2020,Summer,0.06,29.95,25.26,20.82
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2020,Winter,0.8,12.74,24.99,9.49
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2021,Fall,2.72,16.96,25.1,13.12
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2021,Spring,0.43,21.6,25.35,14.46
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2021,Summer,0.01,29.87,25.59,20.86
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2021,Winter,0.99,13.48,24.83,10.75
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2022,Spring,2.87,16.31,23.94,11.79
AGM00060425,ECH CHELIFF,Algeria,DZA,12,36.213,1.332,141.1,2022,Winter,0.63,12.16,24.98,9.66
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1957,Winter,0.0,16.2,23.9,11.1
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1973,Fall,0.0,10.35,14.28,7.75
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1973,Spring,0.0,10.62,20.04,7.0
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1973,Summer,0.0,30.5,37.0,23.0
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1973,Winter,0.0,5.45,17.55,6.6
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1974,Fall,0.0,15.91,21.67,11.66
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1974,Spring,0.0,16.34,23.57,11.44
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1974,Summer,0.0,25.42,28.69,17.91
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1974,Winter,0.0,7.65,19.05,8.1
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1975,Fall,0.0,13.34,18.13,9.77
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1975,Spring,0.0,15.96,20.01,11.4
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1975,Summer,0.0,26.75,31.38,19.51
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1975,Winter,0.0,7.39,11.76,5.0
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1976,Fall,0.0,13.41,18.02,10.11
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1976,Spring,0.0,15.85,20.21,11.17
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1976,Summer,0.0,24.56,28.71,18.49
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1976,Winter,0.0,8.95,13.77,6.33
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1977,Fall,0.0,14.9,19.2,11.33
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1977,Spring,0.0,18.09,23.14,12.24
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1977,Summer,0.0,23.87,28.44,17.38
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1977,Winter,0.0,12.13,17.07,9.11
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1978,Fall,0.0,14.15,18.69,10.61
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1978,Spring,0.0,15.45,19.92,11.36
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1978,Summer,0.0,25.47,29.6,18.65
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1978,Winter,0.0,9.71,14.25,7.86
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1979,Fall,0.0,15.35,21.72,11.5
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1979,Spring,0.0,15.86,19.82,11.58
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1979,Summer,0.0,26.65,31.11,19.47
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1979,Winter,0.0,10.25,17.27,8.23
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1980,Fall,0.0,14.43,20.18,11.34
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1980,Spring,0.0,17.25,22.0,12.25
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1980,Summer,0.0,27.19,31.77,20.61
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1980,Winter,0.0,9.69,14.78,7.01
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1981,Fall,0.0,15.81,21.65,12.24
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1981,Spring,0.0,16.99,22.5,13.1
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1981,Summer,0.0,23.92,29.6,18.71
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1981,Winter,0.0,9.23,14.6,7.6
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1982,Fall,2.91,13.41,19.73,11.44
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1982,Spring,1.01,16.92,22.34,13.18
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1982,Summer,0.19,26.1,31.72,19.9
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1982,Winter,2.45,9.85,15.73,8.32
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1983,Fall,1.48,15.41,21.4,12.13
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1983,Spring,0.73,17.46,23.46,13.29
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1983,Summer,0.03,25.57,31.28,19.65
AGM00060430,MILIANA,Algeria,DZA,12,36.3,2.233,721.0,1983,Winter,1.0,9.78,16.31,7.09
